lexeme.id,lexeme.entrada,lexeme.sinal,lexeme.lematizacao,lexeme.desambiguacao,lexeme.sinonimos,lexeme.exemplo_uso,lexeme.glosa,lexeme.video_sinal,lexeme.video_exemplo,lexeme.link_sinal,lexeme.link_exemplo,lexeme.status,lexeme.observacao,lexeme.is_active,lexeme.created_on,lexeme.created_by,lexeme.modified_on,lexeme.modified_by
312,,CHAMAR_ME,,,,"HOJE VAI TER UMA FESTA, UM@ AMIG@ VAI ME CHAMAR",HOJE TER FESTA AMIG@ VAI CHAMAR_ME,,,https://drive.google.com/file/d/1lZyYc-soGUT6bA4cMzdB1SpCw_1foyza/view?usp=share_link,https://drive.google.com/file/d/1kmvvJGxCUZAFLU8920HOL0HWN3zP6Lin/view?usp=share_link,OK,,,,,,
313,,CHAMAR_ATENÇÃO,,,,,,,,JÁ TEM VÍDEO (ATENÇÃO),,?,,,,,,
314,,CHATO.1,,,,"ASSISTI O FILME TODO, ACHEI RUIM E CHATO",FILME ASSISTIR_TUDO RUIM CHAT@.1,,,https://drive.google.com/file/d/19XX8oXXHkQThoH20nv0HWWamvoM5CTpO/view?usp=share_link,https://drive.google.com/file/d/174kv3F4y4-50ipE0CaYoHtUn3KXImykh/view?usp=share_link,OK,,,,,,
315,,CHATO.2,,,,MINHA AMIGA É CHATA DE COMER,MEU AMIG@ EL@ CHAT@.2 COMER ,,,https://drive.google.com/file/d/1mozpvqNrc0jkdUEBYjQEKlnzFoN_WIAc/view?usp=share_link,https://drive.google.com/file/d/1DopBFHuUhJRX0kBtLMT6D1qBRCPtjQ5g/view?usp=share_link,OK,,,,,,
316,,CHATO.3,,,,"CRIANÇAS ESTÃO FAZENDO BAGUNÇAS, QUE CHATO ISSO",CRIANÇAS BAGUNÇAR CHAT@.3,,,https://drive.google.com/file/d/1VmHW6-TeM3id8HVbBLhONw7NcSMD7dXj/view?usp=share_link,https://drive.google.com/file/d/1QsEXL8O-ypQ3OlS7SIKiot53BPeq_Do5/view?usp=share_link,OK,,,,,,
317,,CHATO.4,,,,"HOJE EU FUI BEBER NO BAR, VEIO UMA PESSOA FALAR NO MEU OUVIDO SENDO EU SURD@, QUE CHATO",HOJE EU IR BEBER PREGUIÇA EL@ CHAT@.4 FALAR_OUVIDO EU SURD@,,,https://drive.google.com/file/d/1hZKWPoVkVsMaIMS_Cfry9i9celFg4aas/view?usp=share_link,https://drive.google.com/file/d/1AGMr2yjh1UHK3grJmIfxbIRWFJcNfYC6/view?usp=share_link,OK,,,,,,
318,,CHÃO,,,,VOU TROCAR DE PISO NO CHÃO,EU TROCAR CL:PISO CHÃO,,,GRAVAR,https://drive.google.com/file/d/1cZVRct-_yYcUs5FzrmK5CIC-OdGlpXhn/view?usp=share_link,H,,,,,,
319,,CHEGAR.1,,,,EU CHEGUEI AGORA ATRASAD@ NO ANIVERSÁRIO   ,EU CHEGAR.1 AGORA ANIVERSÁRIO ATRASAR,,,https://drive.google.com/file/d/1VyIdB8CPW4HmTyHnxgI532mkvak9_7Wp/view?usp=share_link,https://drive.google.com/file/d/1qr4FBdylLxJ8GWhJGWF2efEpheYkCtsU/view?usp=share_link,OK,,,,,,
320,,CHEGAR.2,,,,CHEGUEI AGORA ATRASAD@ DO TRABALHO,CHEGAR.2 AGORA ATRASAR TRABALHO,,,https://drive.google.com/file/d/1sGkw8zP45bqFRUJVw4QYmGUH2HVaYw__/view?usp=share_link,https://drive.google.com/file/d/1K4TFK61hy9_KcCOgE3vjv5BRKjjmom5E/view?usp=share_link,OK,,,,,,
321,,CHEIO.1,,,,"O BAR ESTÁ CHEIO, NÃO TEM MAIS VAGA ",BAR CHEIO.1 NÃO_TER CADEIRAS ,,,https://drive.google.com/file/d/1FysULo-eVgQWn0ZudtswvQp9KRpCmAWy/view?usp=share_link,https://drive.google.com/file/d/1MhsBSZ3yRYTV2t0kgbyjWpMW354FFEU4/view?usp=share_link,OK,,,,,,
322,,CHEIO.2,,,,"TEREI QUE PEGAR OUTRO TRÊM, PORQUE ESSE TRÊM ESTÁ CHEIO QUE NÃO DÁ PRA ENTRAR.",TRÊM CHEIO.2 NÃO_DAR EU PEGAR OUTR@ TRÊM,,,https://drive.google.com/file/d/17po6ANA-JLuFVCz79id311FoVb1ykSX5/view?usp=share_link,https://drive.google.com/file/d/1v1yc66SfA79iCpE6TDjknXrlm7GBeQSl/view?usp=share_link,OK,,,,,,
323,,CHEIO.3,,,,O ÔNIBUS ESTÁ CHEIO,ÔNIBUS CHEIO.3,,,https://drive.google.com/file/d/1W78cFxCJkpdmWLJKTttOdEh6-aDqcrvZ/view?usp=share_link,https://drive.google.com/file/d/1zNZeOnyr1FEcQxw_cdRIc_-UGQF7HdBR/view?usp=share_link,OK,,,,,,
324,,CHEIRO.1,,,,QUE CHEIRO É ESSE? AH É DE CEBOLA,CHAMAR_VOCÊ CHEIRO.1 QUE? CEBOLA,,,https://drive.google.com/file/d/1_533l5PQsyofBnTk4OJLc2u79aBDKXBp/view?usp=share_link,https://drive.google.com/file/d/1P6H5FigmII6Q2zaBHVfa6gb-ERX8lS8W/view?usp=share_link,OK,,,,,,
325,,CHEIRO.2,,,,"EU BOTEI ROUPA PRA LAVAR, DEPOIS FICOU CHEIROSO",EU ROUPA JOGAR MÁQUINA_LAVAR_ROUPA DEPOIS CL:SEGURAR_ROUPA CHEIRO.2 BOM,,,https://drive.google.com/file/d/1bTMPEnoTseX_j7bTpG6nTZHukrBP0PRC/view?usp=share_link,https://drive.google.com/file/d/1667d3QBs-zVS0iJT0z5kYqE1nC129dtw/view?usp=share_link,OK,,,,,,
326,,CHEIRO.3,,,,DE ONDE VEM ESSE CHEIRO RUIM? AH É DO RIO,CHEIRO.3 ONDE? RIO,,,https://drive.google.com/file/d/1P5MscT4gp7gNQmST0DbYIrxNUnxz77cx/view?usp=share_link,https://drive.google.com/file/d/1LlDajEtDhTfbZOOVyXS5IztxQGzp5JdL/view?usp=share_link,OK,,,,,,
327,,CHINA.1,,,,,,,,https://drive.google.com/file/d/157uh0hzdRBxfgkexgZJWZrcfRzIieYCM/view?usp=share_link,GRAVAR,I,,,,,,
328,,CHINA.2,,,,TEM MUITOS HABITANTES NA CHINA,CHINA.2 MUIT@S PESSOAS MORAR,,,https://drive.google.com/file/d/1udWcazXbthBhi248ST0yvQWv5ynEvxdq/view?usp=share_link,https://drive.google.com/file/d/13pXRmbZLcsSW-8bjObHRkRG7RPxiqznl/view?usp=share_link,OK,,,,,,
329,,CHIQUE.1,,,,COMO VOCÊ ESTÁ CHIQUE HOJE,CL:VOCÊ DIA CHIQUE.1,,,https://drive.google.com/file/d/1V8OipvNlUeFaOAiI0XPNNUQda6ClvgvJ/view?usp=share_link,https://drive.google.com/file/d/1vbf8q4Y83uH0Go53k6wKa0iRVDj2MYWW/view?usp=share_link,OK,,,,,,
330,,CHIQUE.2,,,,A FESTA DE 15 ANOS ESTÁ CHIQUE,FESTA 15 IDADE CHIQUE.2,,,https://drive.google.com/file/d/1bQHZeUfqkWOsu_QOFYx73UXi_O9WEA7k/view?usp=share_link,https://drive.google.com/file/d/1a5RyTJAc2zXc7iyVu3tafc3uAPXimzCB/view?usp=share_link,OK,,,,,,
331,,CHORAR.1,,,,VAI CHORAR POR CAUSA DE DINHEIRO? PÃO DURO,VAI CHORAR.1 POR_CAUSA DINHEIRO PÃO_DURO,,,https://drive.google.com/file/d/1VhCgjQaf0yPPPehMPu9Lex8UWuCdB5sS/view?usp=share_link,https://drive.google.com/file/d/1nmBDefxiphq_qdRGlNhVr86hJ8wOmr2v/view?usp=share_link,OK,,,,,,
332,,CHORAR.2,,,,CHOREI PORQUE O FILME FOI TRISTE,CHORAR.2 PORQUE FILME TRISTE,,,https://drive.google.com/file/d/1Oz5jm4VKlSK8GCJd_2AonlRowoMaq8qw/view?usp=share_link,https://drive.google.com/file/d/17vI2i46SdS_N_Xu76lCCqV4KknGO3UHp/view?usp=share_link,OK,,,,,,
333,,CHORAR.3,,,,MEU FILH@ ESTÁ CHORANDO MUITO PORQUE EL@ QUER SORVETE,FILH@ EL@ CHORAR.3 PORQUE QUER SORVETE,,,https://drive.google.com/file/d/1YNuaq4oyshm7_BEgYkjpgF7GTndgTzTu/view?usp=share_link,https://drive.google.com/file/d/1c1SL5yrnc-1HL_JVz_ON7zC7-9bsjH0I/view?usp=share_link,OK,,,,,,
334,,CHOVER,,,,"QUE PREGUIÇA DE IR À PÉ COM A CHUVA, PENA QUE NÃO TENHO UM CARRO",EU PREGUIÇA CAMINHAR CHOVER EU NÃO_TER CARRO,,,https://drive.google.com/file/d/1t0glWR3Yfklj33D6aObpde2z5SsG2zk_/view?usp=share_link,https://drive.google.com/file/d/1bTkCuGc9l3pHztuH0F-1fcI1KLxUlZqW/view?usp=share_link,OK,,,,,,
335,,CHOVER_MUITO,,,,"CHOVEU MUITO, MINHA CASA FICOU ALAGADA",CHOVER_MUITO MINHA CASA ENCHENTE ÁGUA,,,https://drive.google.com/file/d/1GLq1BJr3DUZFRrCmnb5NCotZn6gfSYEi/view?usp=share_link,https://drive.google.com/file/d/1bIfuUa5oFPH0fsCpXerj1l9sowNwTP4m/view?usp=share_link,OK,,,,,,
336,,CIDADE.1,,,,TEM UMA CIDADE MUITO LINDA QUE É GRAMADO,TER LUGAR CIDADE.1 LIND@ ONDE? GRAMADO,,,https://drive.google.com/file/d/1XamlX4ZTyu3Lbs7KkojehXXLo7OFVy2R/view?usp=share_link,https://drive.google.com/file/d/1jAnflmGkN6gT1fNRf0wg-KzpKJW-A3fD/view?usp=share_link,OK,,,,,,
337,,CIDADE.2,,,,SÃO PAULO É UMA CIDADE QUE TEM MUITAS EMPRESAS,SÃO_PAULO TER CIDADE.2 MUIT@S EMPRESA,,,https://drive.google.com/file/d/1siFM43UVTNYkIENI1rmBCdM2JiZlnpXc/view?usp=share_link,https://drive.google.com/file/d/1pF3mSxu3Mae40eA6PBWsm1mKEdjUpXdi/view?usp=share_link,OK,,,,,,
338,,CINEMA,,,,EU FUI NO CINEMA E NÃO TINHA LEGENDA,EU IR CINEMA NÃO_TER LEGENDA,,,https://drive.google.com/file/d/1k0v2p_J4MXaXaVI6VrfhwkgF317hWbyo/view?usp=share_link,https://drive.google.com/file/d/1aMjVhf28DSwtoew_hoYOkf_WmDMdmT-q/view?usp=share_link,OK,,,,,,
339,,CIRCULAR.1,,,,PEDI MEU FILHO COMPRAR UM COPO DO TIPO DE CIRCULO E NÃO QUADRADO,HOJE EU PEDIR MEU FILH@ COMPRAR COPO TIPO CIRCULAR.1 NÃO_QUER QUADRADO,,,https://drive.google.com/file/d/1pPuJHeYEMHuQibBCs7U0_6Yg0d79h79y/view?usp=share_link,https://drive.google.com/file/d/1dKyqD5MsGvW1Wc2CdioxbH48Evh6MvBp/view?usp=share_link,OK,,,,,,
340,,CIRCULAR.2,,,,"EU VIAJEI EM RECIFE, VI UM PREDIO EM FORMA DE CIRCULO, ACHEI BEM LEGAL",EU VIAJAR RECIFE EU SUSTO TER PREDIO CIRCULAR.2 LEGAL,,,GRAVAR,https://drive.google.com/file/d/1G-0rPSf5ry-LoaW2sVopA5zeO_WdvHmo/view?usp=share_link,H,,,,,,
341,,CLARO,,,,ESTOU PENSANDO EM UMA COR CLARA PARA PINTAR A CASA,EU PENSAR COR CLARO PINTAR CASA,,,https://drive.google.com/file/d/16oldJc2NWwhxsTZJYqVKTUi_-S-_bbfT/view?usp=share_link,https://drive.google.com/file/d/1XNblUA9Vt8oRpPJIdDkv8B0UDNu0NspZ/view?usp=share_link,OK,,,,,,
342,,CLIMA,,,,AQUI NA CIDADE DE PELOTAS O CLIMA É BEM LOUCO,AQUI CIDADE PELOTAS CONFUSO CLIMA CHOVER SOL,,,https://drive.google.com/file/d/19KE2r3I9SGET3ogYapILCtDVauUkvrTR/view?usp=share_link,https://drive.google.com/file/d/1XqWRavOGNN8475ODJqGgxSEhN0eHewMr/view?usp=share_link,OK,,,,,,
343,,COBRA.1,,,,TENHO MEDO DE COBRA,TER MEDO COBRA.1,,,https://drive.google.com/file/d/1osR-JPW3hzPvaHxLdKfyIg3sAqxNzv4Y/view?usp=share_link,https://drive.google.com/file/d/1cw_3lVRVBO09cysNPiHpCGvtOJqXw2ew/view?usp=share_link,OK,,,,,,
344,,COBRA.2,,,,EU ESTAVA ANDANDO NA PRAIA E VI UNS OVOS QUE É DA COBRA,EU ANDAR PRAIA EU VI TER OVOS CL:OVOS O_QUE COBRA.2,,,https://drive.google.com/file/d/1g3kZHVHVETIKXO0w06CaGJC0FVAoaykY/view?usp=share_link,https://drive.google.com/file/d/1NYUsYCrjrKDqhhrm11WQM4w2GdROJ8d3/view?usp=share_link,OK,,,,,,
345,,COCO,,,,EU GOSTO DE TOMAR ÁGUA DE COCO,EU GOSTAR COCO CL:TOMAR,,,https://drive.google.com/file/d/198xCgHoqMtXC8UF4hM-lCf8me8sQeY5I/view?usp=share_link,https://drive.google.com/file/d/160vpOPIJcLKCu0tEv92BwWOV4R00fhcZ/view?usp=share_link,OK,,,,,,
346,,COELHO,,,,EU ACHO COELHO FOFINHO,EU ACHAR COELHO FOF@ ,,,https://drive.google.com/file/d/1dprkQsiD0m9C9Sd_tQs5Ta4Lae5PSI0E/view?usp=share_link,https://drive.google.com/file/d/1DJu-Z2ccnG7-QRJ-1x0XBGGe4DswEhzd/view?usp=share_link,OK,,,,,,
347,,COGUMELO,,,,É BOM COMER PIZZA DE COGUMELO,BOM COMER PIZZA COGUMELO,,,https://drive.google.com/file/d/15JyHfli60LhK2ktIVcln66o3yfnW3hsD/view?usp=share_link,https://drive.google.com/file/d/1CaobJlnyb1qUoN-X_LCFVEFSA2-Silv0/view?usp=share_link,OK,,,,,,
348,,COISAS,,,,"PRECISO PAGAR AS CONTAS, COISAS DA CASA",PRECISAR PAGAR_CONTAS CASA COISAS,,,https://drive.google.com/file/d/1BTcYSGVI7X82aUZsxpJFeiEHwaE63ECQ/view?usp=share_link,https://drive.google.com/file/d/1PhNfS0qeKudoQ9EFZCwkhrhSH5WJG98R/view?usp=share_link,OK,,,,,,
349,,COLAR.1,,,,EU VI UM@ ALUN@ COLANDO A PROVA,EU VI ALUN@ COLAR.1 PROVA,,,https://drive.google.com/file/d/1o0BBVNSa0mNiwENvk9ilOwyo1YfCl6ok/view?usp=share_link,https://drive.google.com/file/d/1GBlLLW26qOLzw4GHViSTpNwC6pg5OIXX/view?usp=share_link,OK,,,,,,
350,,COLAR.2,,,,@ ALUN@ NÃO COLOU DIREITO E EU AVISEI QUE É PRA COLAR BEM,ALUN@ COLAR.2 BEM NÃO EU AVISAR PRECISAR COLAR BEM,,,https://drive.google.com/file/d/1bAFGEyUqdIroRLsLyeFCnckBeyxHWQbS/view?usp=share_link,https://drive.google.com/file/d/1XTrx2cSasDBBHPGCg_KbJYdGoZdm3jUG/view?usp=share_link,OK,,,,,,
351,,COPIAR_COLAR,,,,EU PEDI UM FAVOR DE NÃO ESQUECER DE COPIAR E COLAR O TEXTO,EU AVISAR POR_FAVOR NÃO ESQUECER COPIAR_COLAR TEXTO,,,https://drive.google.com/file/d/15MFMoIv72p3LcQvK3BVebDJAmB-FeazQ/view?usp=share_link,https://drive.google.com/file/d/1vDr8JvrZQou0AjXR0RQhopzGTHfZb3g0/view?usp=share_link,OK,,,,,,
352,,COLCHÃO,,,,"O COLCHÃO DA MINHA CAMA ESTÁ GASTO, VOU COMPRAR UM NOVO",MINHA CAMA COLCHÃO CL:MURCHAR EU COMPRAR COLCHÃO CL:CHEIO,,,https://drive.google.com/file/d/1_vaPmeKiKkyTv3G5ynamL5lliYjG0oaW/view?usp=share_link,https://drive.google.com/file/d/1Ovy6uu53oILx1roHt_oEHdETXBFhGh0k/view?usp=share_link,OK,,,,,,
353,,COLEGA,,,,"@ COLEGA NÃO VEIO, EU TEREI QUE SUBSTITUIR NO LUGAR DEL@",COLEGA VIR NÃO EU SUBSTITUIR,,,https://drive.google.com/file/d/1BR-yUWNtEcqoNi1XzM7zs8a84Ol-k3PI/view?usp=share_link,https://drive.google.com/file/d/1ckKSZnVBk5xR2PDgleg8B76ZSkPh4cM3/view?usp=share_link,OK,,,,,,
354,,COLETAR,,,,ESTUDO MESTRADO PESQUISANDO E COLETANDO,ESTUDAR MESTRADO PESQUISAR COLETAR,,,https://drive.google.com/file/d/1FngnNW57-Asl8De6dqL9IKM1f-piUjT4/view?usp=share_link,https://drive.google.com/file/d/1iraC7yoEDMTPUwL0fVT1HztMl4xMrVNh/view?usp=share_link,OK,,,,,,
355,,COLHER,,,,"NA MINHA CASA TEM POUCAS COLHERES, EU VOU TER QUE COMPRAR MAIS",MINHA CASA POUCO COLHER EU COMPRAR MAIS ,,,https://drive.google.com/file/d/1o2dfWI6gHZuXOS7xtTAhE1u_CIYg7cOA/view?usp=share_link,https://drive.google.com/file/d/1SnfRnp85FFJGaXQcXWvUcjmbgZ-ALiFV/view?usp=share_link,OK,,,,,,
356,,COLOCAR.1,,,,"EU PEDI MINHA ESPOSA COLOCAR INTERNET, PORQUE COMO VOU TRABALHAR EM CASA",EU PEDIR ESPOSA POR_FAVOR COLOCAR.1 INTERNET PORQUE TRABALHAR CASA,,,https://drive.google.com/file/d/1XWB8MPaNp5zRDKJ70bEcPapuWGedQzG6/view?usp=share_link,https://drive.google.com/file/d/1gXwkuKDlyFYJY88o5jwxeIL75s0x3Crp/view?usp=share_link,OK,,,,,,
357,,COLOCAR.2,,,,,VOCÊ COLOCAR.2 FOTO CL:QUADRADO OBJETO ,,,https://drive.google.com/file/d/1tgiyMNIetsbipi5vgue600UKkTEucs6w/view?usp=share_link,https://drive.google.com/file/d/15-HCO_XYejpcoiofLU_JQY__g6HjPSSQ/view?usp=share_link,OK,,,,,,
358,,COLOCAR.3,,,,EU JÁ AVISEI PROFESSOR@ PARA COLOCAR O DIA DA PROVA,EU JÁ AVISAR PROFESSOR@ PRECISAR COLOCAR.3 DIA PROVA,,,GRAVAR,https://drive.google.com/file/d/1nRkQajW56Mek_9_2gbNRCjNHwK-eLBbn/view?usp=share_link,H,,,,,,
359,,COLÔMBIA,,,,"ONTEM EU OLHEI AS FOTOS QUE FUI EM COLÔMBIA HÁ 3 ANOS ATRÁS E BATEU UMA SAUDADE, QUERO VIAJAR DE NOVO",ONTEM EU OLHAR FOTO EU SAUDADE 3 ANOS ATRÁS VIAJAR COLÔMBIA EU VONTADE DE_NOVO,,,https://drive.google.com/file/d/1TUo2JIeqxEwx7tYRdrYrQ4ChQ6GRgL8O/view?usp=share_link,https://drive.google.com/file/d/1jnZ7gg-FlFAXMmi5ldJ2nigwuDuZNyi9/view?usp=share_link,OK,,,,,,
360,,COLUNA.1,,,,PRECISA ARRUMAR A COLUNA DA TABELA,TABELA PRECISAR ARRUMAR COLUNA.1,,,https://drive.google.com/file/d/1toXz9HBUqtxpKxwlkIrM1sMLVhn6ZBKl/view?usp=share_link,https://drive.google.com/file/d/1IjK757otB6NCtqyLo_smC669Twa6CebI/view?usp=share_link,OK,,,,,,
361,,COLUNA.2,,,,MINHA MÃE SEMPRE RECLAMA QUE ESTÁ COM DOR DE COLUNA,MINHA MÃE SEMPRE RECLAMAR DOR COLUNA.2,,,https://drive.google.com/file/d/1KoYFhIsXmDYo_SqPjSBVKIA1S9_FO5sN/view?usp=share_link,https://drive.google.com/file/d/18f6zBt07sWfyXMy5_yKrv7CGuoUseA0c/view?usp=share_link,OK,,,,,,
362,,COLUNA.3,,,,MEU AMIGO TEM PROBLEMA DE COLUNA E PRECISA FAZER EXAME DE RESSONÂNCIA MAGNÉTICA PRA VER O QUE ELE TEM,MEU AMIG@ PROBLEMA COLUNA.3 PRECISAR IR RESSONÂNCIA_MAGNÉTICA VER O_QUE PORQUE?,,,https://drive.google.com/file/d/1mM8KRnAimN2EPDKPQdHBu7lwoZsM_E69/view?usp=share_link,https://drive.google.com/file/d/1_uZlvCeFLDA-te4_bOxMfHzgsJq64hpX/view?usp=share_link,OK,,,,,,
363,,COM,,,,EU AMO BOLO DE CHOCOLATE COM BRANCO,EU AMAR BOLO CHOCOLATE COM BRANCO,,,https://drive.google.com/file/d/1XFVfOf-ogLZ_k4LulSmT03FpSm6Xp3Ys/view?usp=share_link,https://drive.google.com/file/d/1r8l7fP4GYjxJA9BAFBOAJf2RzRaIjozS/view?usp=share_link,OK,,,,,,
364,,COMBINAR.1,,,,VAMOS COMBINAR UM DIA DE IR NO BAR ,VAMOS COMBINAR.1 DIA IR BAR,,,https://drive.google.com/file/d/1KUbILF8B-1iBb0x3RLMk2AQzasCEJEQh/view?usp=share_link,https://drive.google.com/file/d/1j31JpPIzAgzlaM183U10BCNq_GuVv9EQ/view?usp=share_link,OK,,,,,,
365,,COMBINAR.2,,,,VOCÊ PRECISA COMBINAR COM TEU AMIGO DE COMO IR AO CINEMA,VOCÊ PRECISAR COMBINAR.2 SEU AMIG@ MARCAR COMO IR CINEMA,,,https://drive.google.com/file/d/1KHKBgqoypJ_xUbc94grtIzgCdrDHWtj4/view?usp=share_link,https://drive.google.com/file/d/1bsfqpMJmF7Y5FJrm5wnMjg_2rCu6GoU2/view?usp=share_link,OK,,,,,,
366,,COMBINAR.3,,,,"AMIG@ OLHA ESSA ROUPA, VOCÊ PRECISA VER QUE COR COMBINA",AMIG@ OLHAR ESSA ROUPA PRECISAR VER COMBINAR.3 COR COMBINAR.3,,,https://drive.google.com/file/d/1FCkGPPCg7SAl432UMrPjBOCnQIjzJBYb/view?usp=share_link,https://drive.google.com/file/d/1PHrdCYmq2lXT5EYQMAxzp-FQIhv8Z6uA/view?usp=share_link,OK,,,,,,
367,,COMBINAR_NÃO,,,,"VOCÊ ESTÁ USANDO DE CAMISA AZUL E TÊNIS LARANJA, NÃO COMBINA",VOCÊ USAR CAMISA AZUL TÊNIS LARANJA COMBINAR_NÃO,,,https://drive.google.com/file/d/1Ct0XLpJmXo1RunnXnWUSy7-e-YoYRn92/view?usp=share_link,https://drive.google.com/file/d/1p7bC1SAweSb9XhZ16K22YDm-B1BaUsOB/view?usp=share_link,OK,,,,,,
368,,COMEÇAR.1,,,,PODEMOS COMEÇAR AULA,VAMOS COMEÇAR AULA,,,https://drive.google.com/file/d/1MV3NuNG2cYpSX-gVy9ACFvJdyoqDBgnK/view?usp=share_link,https://drive.google.com/file/d/1Ibk-jm7Ep8pOi_gyO6I-C8-Q9SwbZE_Q/view?usp=share_link,OK,,,,,,
369,,COMO.1,,,,COMO CHEGOU EM CASA?,COMO.1 CHEGAR AQUI CASA?,,,https://drive.google.com/file/d/1Ku_TQpgnltyQfAwhyDOWgDCjplkI2ORn/view?usp=share_link,https://drive.google.com/file/d/1NGCamtSK2RIlJ_N-cxq0ssRq4TNGJP0Q/view?usp=share_link,OK,,,,,,
370,,COMO.2,,,,COMO FAZ O QUENTÃO?,COMO LISTA FAZER QUENTÃO?,,,https://drive.google.com/file/d/1ZisPlP5lgTTLCUobOyWaJbY6Ikhg0ncv/view?usp=share_link,https://drive.google.com/file/d/1Pht-Wn60zggqw6xd5jB5SXphzVh7atIU/view?usp=share_link,OK,,,,,,
371,,COMPARAR.1,,,,ESTOU COMPARANDO QUAL É MELHOR DE MORAR SE É O APARTAMENTO OU A CASA,EU COMPARAR.1 APARTAMENTO CASA QUAL MELHOR MORAR ,,,https://drive.google.com/file/d/17qkb_BAuRNqY5XvbrOaniE02-gxpO9SN/view?usp=share_link,https://drive.google.com/file/d/12isBarEChQ7-58G_AqK1X6eUfw25dHSI/view?usp=share_link,OK,,,,,,
372,,COMPARAR.2,,,,,COMPARAR.2 ROUPA VERMELHO AZUL EU USAR HOJE FESTA?,,,https://drive.google.com/file/d/19KiWFBQvOjxMlyYX_Iu4AXNdFv1QHPq1/view?usp=share_link,https://drive.google.com/file/d/1kcoH0CtvB9fRj7ub6Vf5XoM9BKiJJd8y/view?usp=share_link,OK,,,,,,
373,,COMPARAR.3,,,,EU ESTUDEI NO MESTRADO COMPARANDO A LINGUÍSTICA,EU ESTUDAR MESTRADO EU COMPARAR.3 LINGUÍSTICA,,,https://drive.google.com/file/d/1r2akQKJQp_6Q7yPYWBS2tWnBMQmOOYRS/view?usp=share_link,https://drive.google.com/file/d/126k4R5ohQ00Ic6ZaUDSiDzhnAhrYATDl/view?usp=share_link,OK,,,,,,
374,,COMPARTILHAR.1,,,,POR FAVOR COMPARTILHEM O VÍDEO PELO INSTAGRAM,VÍDEO INSTAGRAM POR_FAVOR COMPARTILHAR.1,,,https://drive.google.com/file/d/1Hp6uw_zSFYdfsQ-oKHLtipF4K7LpEilK/view?usp=share_link,https://drive.google.com/file/d/10vvOai7NTL7AeXQVJIE_pBp7krcVLlNh/view?usp=share_link,OK,,,,,,
375,,COMPARTILHAR.2,,,,COMARTILHE O TEXTO PELO DRIVE,ESSE TEXTO COMPARTILHAR.2 DRIVE,,,https://drive.google.com/file/d/14XbdOsIz4D_fZEcTQZK-Jd0zod_-TtBX/view?usp=share_link,https://drive.google.com/file/d/1djR4C5KiqJ-sChq6pvJ7xByjG4IYGjFs/view?usp=share_link,OK,,,,,,
376,,COMPARTILHAR.3,,,,"CADA UM TRAZ COMIDA,HOJE É DIA DE A GENTE COMPARTILHAR A COMIDA",TRAZER COMIDA HOJE DIA NÓS COMPARTILHAR.3,,,https://drive.google.com/file/d/1DCqjwtee9aDgaPagRyzZgi1pDenmWMPv/view?usp=share_link,https://drive.google.com/file/d/16_KOoV9NlJUXnAoPuSvbh5-G_88_OMsX/view?usp=share_link,OK,,,,,,
377,,COMPLEMENTAR,,,,QUERO COMPLEMENTAR ESSE ASSUNTO DA CONVERSA,ESSE ASSUNTO CONVERSAR ESSE ASSUNTO EU QUERER COMPLEMENTAR,,,https://drive.google.com/file/d/13g6FLJsV01V3xbfglSh8zVRIqD2mCQpb/view?usp=share_link,https://drive.google.com/file/d/13SsDAvRYSP0PSeAKQpKLLgEH1rew5i0Q/view?usp=share_link,OK,,,,,,
378,,COMPLETAR,,,,"TEM UM HOTEL QUE É COMPLETO, TEM CAFÉ DA MANHÃ, ALMOÇO E JANTA, FICA EM GRAMADO",HOTEL LÁ CIDADE GRAMADO TER COMPLETAR CAFÉ MANHÃ ALMOÇAR JANTAR,,,https://drive.google.com/file/d/17NjTN8nD7pCSm90dbnnJj3qnSrvsdan-/view?usp=share_link,https://drive.google.com/file/d/1sRD_t6jef_qTs_0vy6rbLrQHkxYsJsl_/view?usp=share_link,OK,,,,,,
379,,COMPORTAR,,,,"EU PRECISO CONVERSAR COM AS CRIANÇAS, PORQUE EL@S NÃO TEVE COMPORTAMENTO HOJE",EU PRECISAR CONVERSAR CRIANÇAS PORQUE HOJE DIA CRIANÇAS NÃO_TER COMPORTAR,,,https://drive.google.com/file/d/1OyaYPwvq57o43oa73LnNzndGWxLXAfr5/view?usp=share_link,https://drive.google.com/file/d/11MyxSFsCm8amydumX8o0UO_GMZ6t9-fI/view?usp=share_link,OK,,,,,,
380,,COMPRAR.1,,,,MEU MARIDO ME MANDOU UMA MENSAGEM PEDINDO PRA EU IR COMPRAR PÃO,MEU MARIDO MANDAR_ME MENSAGEM PEDIR_ME COMPRAR.1 PÃO,,,https://drive.google.com/file/d/1w6XMAw1xLlV3LQKsbP-TbV9ZiIMWdGls/view?usp=share_link,https://drive.google.com/file/d/1AFmAVYY6q9PiYevVw8inL9BptYe733HK/view?usp=share_link,OK,,,,,,
